hour,timestamp,pv_real_kw,load_real_kw,diesel_kw,grid_kw,charge_kw,discharge_kw,curtailed_kw,tariff,soc_kwh,violation,cost_diesel,cost_grid,cost_battery
8,2026-07-24 08:00:00-05:00,7.361112852659603,5.120044905786454,161.111,-163.35206794687315,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13028.165435749852,0.0
9,2026-07-24 09:00:00-05:00,12.770512377377116,3.3772674859436367,161.111,-170.50424489143347,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13600.339591314678,0.0
10,2026-07-24 10:00:00-05:00,25.872697769006532,2.917800398155143,161.111,-184.06589737085136,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14685.27178966811,0.0
11,2026-07-24 11:00:00-05:00,26.66170293226666,2.8779530809525737,161.111,-184.89474985131406,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14751.579988105124,0.0
12,2026-07-24 12:00:00-05:00,28.24244472782853,2.8767261123823644,161.111,-186.47671861544617,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14878.137489235694,0.0
13,2026-07-24 13:00:00-05:00,26.66980583510512,2.8767124539450397,161.111,-184.90409338116007,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14752.327470492804,0.0
14,2026-07-24 14:00:00-05:00,23.576368674984163,2.8767291753661524,161.111,-181.810639499618,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14504.85115996944,0.0
15,2026-07-24 15:00:00-05:00,19.565347444720157,2.8782288036604284,161.111,-177.79811864105972,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14183.849491284778,0.0
16,2026-07-24 16:00:00-05:00,13.867410586760707,2.9269310802413693,161.111,-172.05147950651934,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13724.118360521548,0.0
17,2026-07-24 17:00:00-05:00,6.698813775432651,3.488501965316195,161.111,-164.32131181011644,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13105.704944809315,0.0
18,2026-07-24 18:00:00-05:00,0.9834290166609231,5.618563256235194,161.111,-156.4758657604257,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12478.069260834056,0.0
19,2026-07-24 19:00:00-05:00,0.15546584465866256,7.397260273972603,264.742,-300.0,0.0,42.5,0.0,140.0,190.0,0,20295.9326564,-41960.0,0.85
20,2026-07-24 20:00:00-05:00,0.17615931527643747,5.618563256235194,255.442,-299.99959605904127,0.0,50.0,0.0,140.0,145.26315789473685,0,19347.1615364,-41959.943448265774,1.0
21,2026-07-24 21:00:00-05:00,0.16537884626582333,3.488501965316195,253.323,-299.99987688094967,0.0,50.0,0.0,140.0,92.63157894736842,0,19133.4042329,-41959.982763332955,1.0
22,2026-07-24 22:00:00-05:00,0.3744224128240054,2.9269310802413693,161.111,-158.55849133258263,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12644.679306606611,0.0
23,2026-07-24 23:00:00-05:00,0.24449604534355038,2.8782288036603814,161.111,-158.47726724168314,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12638.181379334652,0.0
0,2026-07-25 00:00:00-05:00,0.3026412921441914,2.876712328851813,50.0,-47.42592896329238,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2094.166803348157,0.0
1,2026-07-25 01:00:00-05:00,0.3106342565457664,2.8767123850971856,50.0,-47.43392187144858,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2094.5264842151864,0.0
2,2026-07-25 02:00:00-05:00,0.29208168719821553,2.876726112278856,50.0,-47.41535557491936,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2093.691000871371,0.0
3,2026-07-25 03:00:00-05:00,0.24232608561930494,2.877953080952517,50.0,-34.20637300466679,13.158,0.0,0.0,45.0,130.0,0,2800.0,-1499.2867852100055,0.26316
4,2026-07-25 04:00:00-05:00,0.22927336810553098,2.917800398155143,50.0,-47.31147296995039,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2089.0162836477675,0.0
5,2026-07-25 05:00:00-05:00,0.3130508756650217,3.3772674859436367,50.0,3.0642166102786166,50.0,0.0,0.0,45.0,142.5001,0,2800.0,177.88974746253774,1.0
6,2026-07-25 06:00:00-05:00,0.38685506796617797,5.120044905786454,161.111,-156.3778101621797,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12470.224812974377,0.0
7,2026-07-25 07:00:00-05:00,3.6169292224016965,6.575342465753426,161.111,-158.15258675664825,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12612.20694053186,0.0
8,2026-07-25 08:00:00-05:00,9.161889312273743,5.120044905786454,161.111,-165.15284440648728,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13172.227552518982,0.0
9,2026-07-25 09:00:00-05:00,12.888568362901893,3.3772674859436367,161.111,-170.62230087695823,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13609.784070156658,0.0
10,2026-07-25 10:00:00-05:00,25.28882678028766,2.917800398155143,161.111,-183.4820263821325,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14638.5621105706,0.0
11,2026-07-25 11:00:00-05:00,28.01312170842176,2.8779530809525737,161.111,-186.24616862746916,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14859.693490197533,0.0
12,2026-07-25 12:00:00-05:00,28.687694337976595,2.8767261123823644,161.111,-186.92196822559424,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14913.75745804754,0.0
13,2026-07-25 13:00:00-05:00,28.076013543215193,2.8767124539450397,161.111,-186.31030108927015,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14864.824087141613,0.0
14,2026-07-25 14:00:00-05:00,25.195577158308794,2.8767291753661524,161.111,-183.42984798294262,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14634.38783863541,0.0
15,2026-07-25 15:00:00-05:00,20.083259681315276,2.8782288036604284,161.111,-178.31603087765484,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14225.282470212387,0.0
16,2026-07-25 16:00:00-05:00,14.108449828389046,2.9269310802413693,161.111,-172.29251874814767,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13743.401499851814,0.0
17,2026-07-25 17:00:00-05:00,6.764865554688061,3.488501965316195,161.111,-164.38736358937186,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13110.989087149748,0.0
18,2026-07-25 18:00:00-05:00,1.2858494071533133,5.618563256235194,161.111,-156.7782861509181,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12502.262892073448,0.0
19,2026-07-25 19:00:00-05:00,0.2225973812603312,7.397260273972603,257.175,-300.0,0.0,50.0,0.0,140.0,190.0,0,19522.648062500004,-41960.0,1.0
20,2026-07-25 20:00:00-05:00,0.1212277247293914,5.618563256235194,255.497,-299.99966446849425,0.0,50.0,0.0,140.0,137.36842105263156,0,19352.7217009,-41959.953025589195,1.0
21,2026-07-25 21:00:00-05:00,0.37311179570442565,3.488501965316195,260.615,-299.99960983038824,0.0,42.5,0.0,140.0,84.73684210526314,0,19872.7678225,-41959.945376254356,0.85
22,2026-07-25 22:00:00-05:00,0.3357722813786781,2.9269310802413693,161.111,-158.5198412011373,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12641.587296090984,0.0
23,2026-07-25 23:00:00-05:00,0.3061463669459622,2.8782288036603814,161.111,-158.53891756328557,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12643.113405062846,0.0
0,2026-07-26 00:00:00-05:00,0.22341294815176924,2.876712328851813,50.0,-34.18870061929995,13.158,0.0,0.0,45.0,130.0,0,2800.0,-1498.4915278684978,0.26316
1,2026-07-26 01:00:00-05:00,0.11791034605236095,2.8767123850971856,50.0,-47.241197960955176,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2085.853908242983,0.0
2,2026-07-26 02:00:00-05:00,0.29816033663686875,2.876726112278856,50.0,-47.42143422435801,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2093.9645400961103,0.0
3,2026-07-26 03:00:00-05:00,0.1294752707259519,2.877953080952517,50.0,-47.25152218977344,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2086.3184985398048,0.0
4,2026-07-26 04:00:00-05:00,0.2649972860756896,2.917800398155143,50.0,2.6528031120794524,50.0,0.0,0.0,45.0,142.5001,0,2800.0,159.37614004357536,1.0
5,2026-07-26 05:00:00-05:00,0.08352367661662848,3.3772674859436367,50.0,-46.706256190672995,0.0,0.0,0.0,45.0,190.0,0,2800.0,-2061.781528580285,0.0
6,2026-07-26 06:00:00-05:00,0.4466136251213211,5.120044905786454,161.111,-156.43756871933488,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12475.00549754679,0.0
7,2026-07-26 07:00:00-05:00,2.9528309058347113,6.575342465753426,161.111,-157.48848844008126,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12559.0790752065,0.0
8,2026-07-26 08:00:00-05:00,5.65544441346578,5.120044905786454,161.111,-161.64639950767932,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12891.711960614346,0.0
9,2026-07-26 09:00:00-05:00,7.407642156646375,3.3772674859436367,161.111,-165.14137467070273,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13171.309973656218,0.0
10,2026-07-26 10:00:00-05:00,20.29020594231979,2.917800398155143,161.111,-178.48340554416464,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14238.67244353317,0.0
11,2026-07-26 11:00:00-05:00,26.05374112497635,2.8779530809525737,161.111,-184.28678804402375,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14702.9430435219,0.0
12,2026-07-26 12:00:00-05:00,25.930277391350202,2.8767261123823644,161.111,-184.16455127896785,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14693.164102317427,0.0
13,2026-07-26 13:00:00-05:00,24.882080226343998,2.8767124539450397,161.111,-183.11636777239895,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14609.309421791915,0.0
14,2026-07-26 14:00:00-05:00,22.473558366691503,2.8767291753661524,161.111,-180.70782919132532,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14416.626335306026,0.0
15,2026-07-26 15:00:00-05:00,18.577154926869508,2.8782288036604284,161.111,-176.80992612320907,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14104.794089856725,0.0
16,2026-07-26 16:00:00-05:00,13.850202533637486,2.9269310802413693,161.111,-172.03427145339612,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13722.741716271688,0.0
17,2026-07-26 17:00:00-05:00,6.727171373630267,3.488501965316195,161.111,-164.34966940831404,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13107.973552665124,0.0
18,2026-07-26 18:00:00-05:00,1.281549468258039,5.618563256235194,161.111,-156.77398621202283,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12501.918896961826,0.0
19,2026-07-26 19:00:00-05:00,0.3919124552535997,7.397260273972603,257.005,-299.99965218128096,0.0,50.0,0.0,140.0,190.0,0,19505.4070025,-41959.951305379334,1.0
20,2026-07-26 20:00:00-05:00,0.24703252926953445,5.618563256235194,262.872,-300.0,0.0,42.5,0.0,140.0,137.36842105263156,0,20103.768838400003,-41960.0,0.85
21,2026-07-26 21:00:00-05:00,0.26584780405718866,3.488501965316195,253.223,-300.0,0.0,50.0,0.0,140.0,92.63157894736841,0,19123.338772900002,-41960.0,1.0
22,2026-07-26 22:00:00-05:00,0.2440840393152426,2.9269310802413693,161.111,-158.42815295907388,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12634.252236725912,0.0
23,2026-07-26 23:00:00-05:00,0.04792586722339378,2.8782288036603814,161.111,-158.280697063563,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12622.45576508504,0.0
0,2026-07-27 00:00:00-05:00,0.18628456624786302,2.876712328851813,50.0,-47.309572237396054,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2088.9307506828222,0.0
1,2026-07-27 01:00:00-05:00,0.12030121039958912,2.8767123850971856,50.0,-47.2435888253024,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2085.961497138608,0.0
2,2026-07-27 02:00:00-05:00,0.24739876141929804,2.876726112278856,50.0,-47.370672649140445,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2091.68026921132,0.0
3,2026-07-27 03:00:00-05:00,0.2716421043266146,2.877953080952517,50.0,-34.2356890233741,13.158,0.0,0.0,45.0,130.0,0,2800.0,-1500.6060060518346,0.26316
4,2026-07-27 04:00:00-05:00,0.18857804890103194,2.917800398155143,50.0,2.729222349254114,50.0,0.0,0.0,45.0,142.5001,0,2800.0,162.81500571643514,1.0
5,2026-07-27 05:00:00-05:00,0.3263378124738335,3.3772674859436367,50.0,-46.9490703265302,0.0,0.0,0.0,45.0,190.0,0,2800.0,-2072.708164693859,0.0
6,2026-07-27 06:00:00-05:00,0.39910711053344494,5.120044905786454,161.111,-156.39006220474698,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12471.204976379759,0.0
7,2026-07-27 07:00:00-05:00,3.119249978755979,6.575342465753426,161.111,-157.65490751300254,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12572.392601040203,0.0
8,2026-07-27 08:00:00-05:00,8.251445110755457,5.120044905786454,161.111,-164.24240020496902,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13099.392016397522,0.0
9,2026-07-27 09:00:00-05:00,13.00961252156526,3.3772674859436367,161.111,-170.74334503562162,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13619.467602849729,0.0
10,2026-07-27 10:00:00-05:00,25.474348987331414,2.917800398155143,161.111,-183.66754858917625,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14653.4038871341,0.0
11,2026-07-27 11:00:00-05:00,27.89521143660201,2.8779530809525737,161.111,-186.12825835564942,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14850.260668451954,0.0
12,2026-07-27 12:00:00-05:00,28.88357035246544,2.8767261123823644,161.111,-187.11784424008306,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14929.427539206645,0.0
13,2026-07-27 13:00:00-05:00,21.68461662231105,2.8767124539450397,161.111,-179.918904168366,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14353.51233346928,0.0
14,2026-07-27 14:00:00-05:00,14.052822674154323,2.8767291753661524,161.111,-172.28709349878815,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13742.967479903053,0.0
15,2026-07-27 15:00:00-05:00,15.642331480383698,2.8782288036604284,161.111,-173.87510267672326,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13870.00821413786,0.0
16,2026-07-27 16:00:00-05:00,10.900714095334408,2.9269310802413693,161.111,-169.08478301509305,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13486.782641207445,0.0
17,2026-07-27 17:00:00-05:00,5.01020513070403,3.488501965316195,161.111,-162.63270316538782,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12970.616253231026,0.0
18,2026-07-27 18:00:00-05:00,1.6689489234769186,5.618563256235194,161.111,-157.16138566724172,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12532.910853379337,0.0
19,2026-07-27 19:00:00-05:00,0.2510683824023688,7.397260273972603,264.646,-299.99980810842976,0.0,42.5,0.0,140.0,190.0,0,20286.0505316,-41959.97313518017,0.85
20,2026-07-27 20:00:00-05:00,0.16679594069880688,5.618563256235194,255.452,-300.0,0.0,50.0,0.0,140.0,145.26315789473685,0,19348.1724304,-41960.0,1.0
21,2026-07-27 21:00:00-05:00,0.34082824049655214,3.488501965316195,253.148,-300.0,0.0,50.0,0.0,140.0,92.63157894736842,0,19115.7909904,-41960.0,1.0
22,2026-07-27 22:00:00-05:00,0.16303308668159225,2.9269310802413693,161.111,-158.34710200644022,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12627.768160515217,0.0
23,2026-07-27 23:00:00-05:00,0.19959508039068977,2.8782288036603814,161.111,-158.43236627673028,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12634.589302138422,0.0
0,2026-07-28 00:00:00-05:00,0.23303948216469306,2.876712328851813,50.0,-34.198327153312874,13.158,0.0,0.0,45.0,130.0,0,2800.0,-1498.9247218990793,0.26316
1,2026-07-28 01:00:00-05:00,0.052292029018679485,2.8767123850971856,50.0,-47.175579643921495,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2082.9010839764674,0.0
2,2026-07-28 02:00:00-05:00,0.18489809273456814,2.876726112278856,50.0,-47.30817198045571,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2088.867739120507,0.0
3,2026-07-28 03:00:00-05:00,0.18661034522512157,2.877953080952517,50.0,-47.308657264272604,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2088.889576892267,0.0
4,2026-07-28 04:00:00-05:00,0.258817836188519,2.917800398155143,50.0,-47.341017438033376,0.0,0.0,0.0,45.0,142.5001,0,2800.0,-2090.345784711502,0.0
5,2026-07-28 05:00:00-05:00,0.26203249143326157,3.3772674859436367,50.0,3.1152349945103768,50.0,0.0,0.0,45.0,142.5001,0,2800.0,180.18557475296694,1.0
6,2026-07-28 06:00:00-05:00,0.4016757869871368,5.120044905786454,161.111,-156.3926308812007,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12471.410470496055,0.0
7,2026-07-28 07:00:00-05:00,2.73063351968302,6.575342465753426,161.111,-157.26629105392956,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12541.303284314365,0.0
8,2026-07-28 08:00:00-05:00,7.361679773413084,5.120044905786454,161.111,-163.35263486762662,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13028.21078941013,0.0
9,2026-07-28 09:00:00-05:00,12.371405025170693,3.3772674859436367,161.111,-170.10513753922706,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13568.411003138164,0.0
10,2026-07-28 10:00:00-05:00,26.01904659648521,2.917800398155143,161.111,-184.21224619833006,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14696.979695866405,0.0
11,2026-07-28 11:00:00-05:00,29.265888371689062,2.8779530809525737,161.111,-187.49893529073648,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14959.914823258918,0.0
12,2026-07-28 12:00:00-05:00,28.867903591524485,2.8767261123823644,161.111,-187.1021774791421,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14928.17419833137,0.0
13,2026-07-28 13:00:00-05:00,27.222346547536443,2.8767124539450397,161.111,-185.4566340935914,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14796.530727487312,0.0
14,2026-07-28 14:00:00-05:00,25.01480666553907,2.8767291753661524,161.111,-183.2490774901729,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14619.926199213833,0.0
15,2026-07-28 15:00:00-05:00,19.74640697918123,2.8782288036604284,161.111,-177.97917817552081,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14198.334254041665,0.0
16,2026-07-28 16:00:00-05:00,13.170312002578148,2.9269310802413693,161.111,-171.3543809223368,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13668.350473786943,0.0
17,2026-07-28 17:00:00-05:00,6.659132283152286,3.488501965316195,161.111,-164.28163031783606,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13102.530425426885,0.0
18,2026-07-28 18:00:00-05:00,1.0111362601122826,5.618563256235194,161.111,-156.50357300387708,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12480.285840310167,0.0
19,2026-07-28 19:00:00-05:00,0.21220971786082196,7.397260273972603,264.685,-299.9999494438882,0.0,42.5,0.0,140.0,190.0,0,20290.064922499998,-41959.99292214435,0.85
20,2026-07-28 20:00:00-05:00,0.1297049163876993,5.618563256235194,255.489,-300.0,0.0,50.0,0.0,140.0,145.26315789473685,0,19351.9129121,-41960.0,1.0
21,2026-07-28 21:00:00-05:00,0.3850437769087882,3.488501965316195,253.103,-299.9995418115926,0.0,50.0,0.0,140.0,92.63157894736842,0,19111.262860900002,-41959.93585362297,1.0
22,2026-07-28 22:00:00-05:00,0.19797044635090544,2.9269310802413693,161.111,-158.38203936610952,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12630.563149288762,0.0
23,2026-07-28 23:00:00-05:00,0.28802837415916177,2.8782288036603814,161.111,-158.52079957049875,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12641.6639656399,0.0
0,2026-07-29 00:00:00-05:00,0.20950673925335314,2.876712328851813,50.0,-47.33279441040155,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2089.9757484680695,0.0
1,2026-07-29 01:00:00-05:00,0.2404385590951079,2.8767123850971856,50.0,2.636273826002075,50.0,0.0,0.0,45.0,130.0,0,2800.0,158.63232217009337,1.0
2,2026-07-29 02:00:00-05:00,0.2590750496011348,2.876726112278856,50.0,-47.38234893732228,0.0,0.0,0.0,45.0,177.5,0,2800.0,-2092.2057021795026,0.0
3,2026-07-29 03:00:00-05:00,0.2632385895262946,2.877953080952517,50.0,-47.38528550857378,0.0,0.0,0.0,45.0,177.5,0,2800.0,-2092.33784788582,0.0
4,2026-07-29 04:00:00-05:00,0.19776741203450013,2.917800398155143,50.0,-47.27996701387936,0.0,0.0,0.0,45.0,177.5,0,2800.0,-2087.598515624571,0.0
5,2026-07-29 05:00:00-05:00,0.1295468423967048,3.3772674859436367,50.0,-33.59427935645307,13.158,0.0,0.0,45.0,177.5,0,2800.0,-1471.7425710403882,0.26316
6,2026-07-29 06:00:00-05:00,0.5513124796422,5.120044905786454,161.111,-156.54226757385575,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12483.38140590846,0.0
7,2026-07-29 07:00:00-05:00,3.4650071783785132,6.575342465753426,161.111,-158.00066471262505,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12600.053177010004,0.0
8,2026-07-29 08:00:00-05:00,7.921622070722132,5.120044905786454,161.111,-163.91257716493567,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13073.006173194854,0.0
9,2026-07-29 09:00:00-05:00,11.21690478950366,3.3772674859436367,161.111,-168.95063730356003,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13476.050984284802,0.0
10,2026-07-29 10:00:00-05:00,22.948557025181202,2.917800398155143,161.111,-181.14175662702604,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14451.340530162084,0.0
11,2026-07-29 11:00:00-05:00,24.72391388665468,2.8779530809525737,161.111,-182.9569608057021,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14596.556864456168,0.0
12,2026-07-29 12:00:00-05:00,24.528297177626683,2.8767261123823644,161.111,-182.76257106524432,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14581.005685219545,0.0
13,2026-07-29 13:00:00-05:00,22.63161320998547,2.8767124539450397,161.111,-180.86590075604042,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14429.272060483234,0.0
14,2026-07-29 14:00:00-05:00,20.771535327337997,2.8767291753661524,161.111,-179.00580615197183,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14280.464492157746,0.0
15,2026-07-29 15:00:00-05:00,19.395354370324792,2.8782288036604284,161.111,-177.62812556666435,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14170.250045333149,0.0
16,2026-07-29 16:00:00-05:00,13.461109255738556,2.9269310802413693,161.111,-171.6451781754972,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13691.614254039776,0.0
17,2026-07-29 17:00:00-05:00,5.893079581099219,3.488501965316195,161.111,-163.515577615783,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13041.246209262641,0.0
18,2026-07-29 18:00:00-05:00,1.1531545055650552,5.618563256235194,161.111,-156.64559124932984,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12491.647299946388,0.0
19,2026-07-29 19:00:00-05:00,0.32469367776257807,7.397260273972603,264.573,-300.0,0.0,42.5,0.0,140.0,190.0,0,20278.5372329,-41960.0,0.85
20,2026-07-29 20:00:00-05:00,0.04663775463097299,5.618563256235194,255.572,-300.0,0.0,50.0,0.0,140.0,145.26315789473685,0,19360.3047184,-41960.0,1.0
21,2026-07-29 21:00:00-05:00,0.1320624302667438,3.488501965316195,253.356,-299.99956046495055,0.0,50.0,0.0,140.0,92.63157894736842,0,19136.726273599998,-41959.93846509307,1.0
22,2026-07-29 22:00:00-05:00,0.25280112390508297,2.9269310802413693,161.111,-158.4368700436637,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12634.949603493096,0.0
23,2026-07-29 23:00:00-05:00,0.21218930365263286,2.8782288036603814,161.111,-158.44496049999222,0.0,0.0,0.0,80.0,40.0,0,10701.2254321,-12635.596839999378,0.0
0,2026-07-30 00:00:00-05:00,0.23986752407319875,2.876712328851813,50.0,-47.36315519522138,0.0,0.0,0.0,45.0,130.0,0,2800.0,-2091.341983784962,0.0
1,2026-07-30 01:00:00-05:00,0.19126550204361722,2.8767123850971856,50.0,2.685446883053565,50.0,0.0,0.0,45.0,130.0,0,2800.0,160.84510973741044,1.0
2,2026-07-30 02:00:00-05:00,0.17478303940989617,2.876726112278856,50.0,-47.29805692713104,0.0,0.0,0.0,45.0,177.5,0,2800.0,-2088.412561720897,0.0
3,2026-07-30 03:00:00-05:00,0.28851014848102285,2.877953080952517,50.0,-47.41055706752851,0.0,0.0,0.0,45.0,177.5,0,2800.0,-2093.475068038783,0.0
4,2026-07-30 04:00:00-05:00,0.0776048429674756,2.917800398155143,50.0,-47.15980444481233,0.0,0.0,0.0,45.0,177.5,0,2800.0,-2082.191200016555,0.0
5,2026-07-30 05:00:00-05:00,0.12340297196361621,3.3772674859436367,50.0,-33.58813548601998,13.158,0.0,0.0,45.0,177.5,0,2800.0,-1471.466096870899,0.26316
6,2026-07-30 06:00:00-05:00,0.4579580242459354,5.120044905786454,161.111,-156.44891311845947,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12475.913049476758,0.0
7,2026-07-30 07:00:00-05:00,2.394024321114278,6.575342465753426,161.111,-156.92968185536083,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12514.374548428867,0.0
8,2026-07-30 08:00:00-05:00,6.247728014463288,5.120044905786454,161.111,-162.23868310867684,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-12939.094648694147,0.0
9,2026-07-30 09:00:00-05:00,10.905074934067017,3.3772674859436367,161.111,-168.63880744812337,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13451.104595849869,0.0
10,2026-07-30 10:00:00-05:00,24.487459088393432,2.917800398155143,161.111,-182.68065869023826,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14574.45269521906,0.0
11,2026-07-30 11:00:00-05:00,26.6498405900844,2.8779530809525737,161.111,-184.88288750913182,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14750.631000730546,0.0
12,2026-07-30 12:00:00-05:00,28.29409024933757,2.8767261123823644,161.111,-186.5283641369552,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14882.269130956414,0.0
13,2026-07-30 13:00:00-05:00,27.417303099313248,2.8767124539450397,161.111,-185.6515906453682,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14812.127251629456,0.0
14,2026-07-30 14:00:00-05:00,23.492316100596607,2.8767291753661524,161.111,-181.72658692523044,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14498.126954018435,0.0
15,2026-07-30 15:00:00-05:00,19.523315835222213,2.8782288036604284,161.111,-177.75608703156178,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-14180.486962524941,0.0
16,2026-07-30 16:00:00-05:00,14.040712019790584,2.9269310802413693,161.111,-172.22478093954922,0.0,0.0,0.0,80.0,190.0,0,10701.2254321,-13737.982475163937,0.0
